0,0.56407171
1,1.98319278
2,6.4079902
3,5.80929481
4,9.42488956
5,3.79417093
6,8.57051167
7,-0.88495909
8,2.96584121
9,2.15006491
10,2.63891462
11,3.04703892
12,2.37678023
13,1.77663005
14,6.24525963
15,2.19445128
16,2.19083388
17,3.07103204
18,-0.55990152
19,-3.15759109
20,3.91196912
21,-0.0151723
22,9.16519471
23,10.91356688
24,3.21127815
25,7.10393715
26,7.5019326
27,5.5317304
28,5.49357544
29,3.09448708
30,4.6400382
31,9.32552114
32,5.32132668
33,6.7529604
34,7.36852789
35,1.07410255
36,9.53127141
37,9.9570784
38,7.06257071
39,6.88631368
40,3.637094
41,7.4591565
42,3.15747031
43,5.60903983
44,5.47178578
45,5.62665436
46,5.35094367
47,7.07609454
48,6.61392136
49,1.97294052
50,0.72834519
51,-0.83057636
52,8.03915347
53,5.58183363
54,7.78317302
55,6.17973457
56,6.39400686
57,7.26323699
58,7.47876397
59,3.57847278
60,6.01089897
61,7.02751153
62,4.89692006
63,6.61989618
64,8.69862303
65,12.27932064
66,3.87927822
67,4.11404423
68,7.11539182
69,0.59897201
70,8.0251726
71,8.8697937
72,9.13956966
73,7.07136709
74,6.27161673
75,7.10089323
76,7.1791083
77,3.65272518
78,7.19962444
79,5.8950552
80,3.02573222
81,-0.53547812
82,5.91846115
83,-3.74442827
84,-1.87824542
85,7.73355626
86,3.88034511
87,5.97299221
88,5.96681274
89,6.88559137
90,9.18015634
91,6.34687016
92,6.03104287
93,8.74173522
94,9.34831988
95,7.06104762
96,3.60327943
97,7.6925178
98,4.4140044
99,8.24733246
100,5.02891446
101,11.01353588
102,4.34104205
103,4.60813968
104,1.38359137
105,7.38855103
106,4.97247211
107,7.69362766
108,5.07305969
109,3.1984926
110,6.2581139
111,6.55922775
112,5.03643792
113,9.64776832
114,6.67803874
115,1.88822073
116,5.46670911
117,4.06605294
118,6.92787882
119,0.91028565
120,1.23168174
121,12.00054409
122,6.4755067
123,4.09576046
124,3.63932281
125,9.04158019
126,3.54682419
127,4.99648205
128,3.49853016
129,10.43437045
130,4.18233492
131,6.6573243
132,9.20520898
133,5.6099252
134,4.88341659
135,3.79663787
136,3.65095655
137,7.1590626
138,4.10126539
139,5.22272513
140,6.01134328
141,8.36924465
142,4.23449313
143,5.07687967
144,6.45477228
145,3.82290478
146,8.10898297
147,0.63370746
148,8.34061769
149,6.45649138
150,8.19336952
151,5.92052415
152,1.29968862
153,6.64503228
154,7.24324863
155,9.19375447
156,2.92801964
157,8.51706595
158,5.04258821
159,1.36117948
160,0.90358942
161,6.46894696
162,-1.46847239
163,3.89443831
164,6.57947039
165,6.85531636
166,7.87091927
167,4.43808514
168,6.32831076
169,4.37439906
170,5.97789451
171,6.30095145
172,5.5004282
173,7.10714475
174,1.75489809
175,7.7043196
176,5.41684586
177,3.84291378
178,2.63803942
179,6.98226766
180,-2.71186197
181,3.37478076
182,4.19022672
183,5.03999716
184,4.28754876
185,6.59699418
186,6.12207197
187,5.51802871
188,5.33632925
189,5.60745118
190,6.99150008
191,7.117795
192,3.51068897
193,5.66255068
194,7.64755507
195,3.8455033
196,4.43447685
197,7.54159757
198,7.62171956
199,6.75498689
200,5.38692813
201,1.98964387
202,-0.36864539
203,8.02117935
204,8.89220059
205,8.3790534
206,6.42064151
207,6.81167863
208,7.56636039
209,7.11631737
210,6.85449261
211,6.33110249
212,6.75639479
213,7.03640684
214,6.5295007
215,6.15866634
216,6.92439948
217,-1.73873344
218,9.28649654
219,6.61074788
220,2.26627841
221,8.93583486
222,4.74820575
223,2.6836892
224,3.13022681
225,9.14687721
226,5.10173715
227,6.56590432
228,7.10993714
229,6.52321824
230,7.38025083
231,8.33596014
232,7.90370117
233,4.55685177
234,6.94729531
235,3.44365558
236,5.19791961
237,4.19264043
238,1.79975391
239,5.06053362
240,2.65972992
241,5.41581321
242,8.24209624
243,6.01197147
244,9.18112163
245,8.45207051
246,6.43889359
247,6.37365006
248,8.84333689
249,8.21410497
250,4.0046385
251,5.24955122
252,14.15920704
253,2.38996652
254,8.18292146
255,5.51383161
256,5.24146495
257,5.78195736
258,5.38871607
259,6.48777299
260,5.12990548
261,3.78197858
262,4.36711637
263,7.77407541
264,6.51654958
265,6.73064951
266,8.83988846
267,4.4257885
268,4.39398005
269,6.36010955
270,6.03584207
271,4.77824512
272,7.72532633
273,6.75298391
274,9.57683268
275,1.22521558
276,5.31853865
277,0.05408202
278,4.96138447
279,6.94775718
280,5.46101181
281,11.09300854
282,8.31220516
283,5.0446867
284,3.03549627
285,1.24249737
286,3.27136527
287,7.88976123
288,6.14649751
289,7.72556197
290,6.38474767
291,6.93887688
292,5.70117182
293,3.32202583
294,3.69631477
295,5.25229548
296,3.22130088
297,2.69621865
298,2.50787456
299,6.1359855
300,0.69558122
301,6.81783978
302,7.44831316
303,3.85992406
304,4.16667223
305,7.2763611
306,2.29232511
307,7.24897975
308,8.97748274
309,7.95170085
310,9.94446088
311,8.78772488
312,7.10808386
313,9.49136506
314,9.16791225
315,4.72596552
316,9.16946509
317,6.09433541
318,6.18638801
319,7.31436816
320,1.47133682
321,0.18312802
322,7.57123542
323,7.37008714
324,6.95763509
325,6.46674254
326,2.34956349
327,3.16189465
328,3.82320337
329,5.38027461
330,2.0391555
331,5.60627481
332,8.28564121
333,4.27378375
334,6.13382528
335,2.86199478
336,5.38649944
337,5.35264316
338,6.45790453
339,4.51980355
340,3.82419514
341,8.44974776
342,8.22558664
343,3.53600008
344,6.65399524
345,6.69589654
346,5.83798189
347,3.54074946
348,5.1400384
349,6.35822471
350,5.51005221
351,1.09991652
352,4.72393968
353,6.70698247
354,4.74966788
355,8.2589546
356,8.5452414
357,8.21880899
358,-0.01493599
359,-1.30453245
360,14.36109314
361,9.97158699
362,9.16065573
363,6.96089293
364,3.13219578
365,6.47025963
366,10.0250556
367,4.79629354
368,9.28637093
369,6.59803494
370,5.4004338
371,0.82880898
372,12.4431266
373,5.68897126
374,5.11653435
375,5.03561336
376,3.75364058
377,8.8503154
378,8.0577845
379,7.86671849
380,5.70476055
381,2.47698912
382,5.10358977
383,2.39828455
384,7.03451414
385,8.0173285
386,4.39330644
387,-0.53198545
388,7.90376115
389,5.12544242
390,6.22101357
391,4.71092425
392,5.94528696
393,2.1734007
394,7.14164907
395,2.75934117
396,9.37334817
397,7.03057219
398,2.496404
399,5.96971494
